name,type,set_name,set_code,set_rarity
Agido,Effect Monster,Dark Crisis,DCR-EN080,Common (C)
Agido,Effect Monster,Dark Revelation Volume 1,DR1-EN242,Common (C)
"Ahrima, the Wicked Warden",Effect Monster,Structure Deck: Lair of Darkness,SR06-EN002,Super Rare (SR)
Air Armor Ninja,Effect Monster,Order of Chaos,ORCS-EN014,Common (C)
Air Armor Ninja,Effect Monster,Star Pack 2013,SP13-EN016,Common (C)
Air Armor Ninja,Effect Monster,Star Pack 2013,SP13-EN016,Starfoil Rare (SFR)
Air Cracking Storm,Spell Card,2018 Mega-Tin Mega Pack,MP18-EN071,Common (C)
Air Cracking Storm,Spell Card,Code of the Duelist,COTD-EN055,Common (C)
Air Cracking Storm,Spell Card,Star Pack VRAINS,SP18-EN042,Common (C)
Air Cracking Storm,Spell Card,Star Pack VRAINS,SP18-EN042,Starfoil Rare (SFR)
Air Eater,Normal Monster,,,
Airknight Parshath,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN016,Mosaic Rare (MSR)
Airknight Parshath,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN016,Rare (R)
Airknight Parshath,Effect Monster,Battle Pack: Epic Dawn,BP01-EN124,Common (C)
Airknight Parshath,Effect Monster,Battle Pack: Epic Dawn,BP01-EN124,Starfoil Rare (SFR)
Airknight Parshath,Effect Monster,Dark Beginning 2,DB2-EN173,Super Rare (SR)
Airknight Parshath,Effect Monster,Legacy of Darkness,LOD-062,Ultra Rare (UR)
Airknight Parshath,Effect Monster,Legacy of Darkness,LOD-EN062,Ultra Rare (UR)
Airknight Parshath,Effect Monster,Lost Sanctuary Structure Deck,SDLS-EN017,Common (C)
Airknight Parshath,Effect Monster,Retro Pack 2,RP02-EN058,Rare (R)
Airknight Parshath,Effect Monster,Structure Deck: Wave of Light,SR05-EN005,Common (C)
Airknight Parshath,Effect Monster,Tournament Pack 6,TP6-EN007,Rare (R)
Airorca,Effect Monster,Battle Pack 3: Monster League,BP03-EN087,Common (C)
Airorca,Effect Monster,Battle Pack 3: Monster League,BP03-EN087,Shatterfoil Rare (SHR)
Airorca,Effect Monster,Generation Force,GENF-EN021,Rare (R)
Aitsu,Normal Monster,Dark Revelation Volume 1,DR1-EN111,Common (C)
Aitsu,Normal Monster,Magician's Force,MFC-056,Common (C)
Akakieisu,Normal Monster,,,
Akashic Magician,Link Monster,Circuit Break,CIBR-EN051,Secret Rare (ScR)
Akashic Magician,Link Monster,Shadows in Valhalla,SHVA-EN052,Super Rare (SR)
Akihiron,Normal Monster,,,
"Akz, the Pumer",Effect Monster,The Shining Darkness,TSHD-EN085,Rare (R)
Al-Lumi'raj,Tuner Monster,2016 Mega-Tin Mega Pack,MP16-EN204,Common (C)
Al-Lumi'raj,Tuner Monster,Breakers of Shadow,BOSH-EN037,Common (C)
Alchemic Magician,XYZ Monster,Return of the Duelist,REDU-EN047,Super Rare (SR)
Alchemist of Black Spells,Effect Monster,Absolute Powerforce,ABPF-EN082,Ultimate Rare (UtR)
Alchemist of Black Spells,Effect Monster,Absolute Powerforce,ABPF-EN082,Ultra Rare (UR)
Alchemy Cycle,Trap Card,Phantom Darkness,PTDN-EN068,Common (C)
"Alector, Sovereign of Birds",Effect Monster,Battle Pack: Epic Dawn,BP01-EN153,Common (C)
"Alector, Sovereign of Birds",Effect Monster,Battle Pack: Epic Dawn,BP01-EN153,Starfoil Rare (SFR)
"Alector, Sovereign of Birds",Effect Monster,Turbo Pack: Booster Six,TU06-EN011,Rare (R)
"Alector, Sovereign of Birds",Effect Monster,Yu-Gi-Oh! R Volume 5 promotional card,YR05-EN001,Ultra Rare (UR)
Aleister the Invoker,Effect Monster,Fusion Enforcers,FUEN-EN026,Super Rare (SR)
Aleister the Invoker,Effect Monster,Shadows in Valhalla,SHVA-EN040,Secret Rare (ScR)
Aleister the Invoker of Madness,Link Monster,Shadows in Valhalla,SHVA-EN020,Secret Rare (ScR)
Alexandrite Dragon,Normal Monster,2-Player Starter Deck: Yuya & Declan,YS15-ENY01,Common (C)
Alexandrite Dragon,Normal Monster,Battle Pack 2: War of the Giants,BP02-EN004,Common (C)
Alexandrite Dragon,Normal Monster,Battle Pack 2: War of the Giants,BP02-EN004,Mosaic Rare (MSR)
Alexandrite Dragon,Normal Monster,Legendary Decks II,LDK2-ENK12,Common (C)
Alexandrite Dragon,Normal Monster,Photon Shockwave,PHSW-EN000,Super Rare (SR)
Alexandrite Dragon,Normal Monster,Photon Shockwave Sneak Peek Participation Card,PHSW-ENSP1,Ultra Rare (UR)
Alexandrite Dragon,Normal Monster,Realm of Light Structure Deck,SDLI-EN001,Common (C)
Alexandrite Dragon,Normal Monster,Saber Force Starter Deck,YS15-ENF01,Common (C)
Alexandrite Dragon,Normal Monster,Saga of Blue-Eyes White Dragon Structure Deck,SDBE-EN003,Common (C)
Alexandrite Dragon,Normal Monster,Starter Deck: Kaiba Reloaded,YSKR-EN011,Common (C)
Alexandrite Dragon,Normal Monster,Starter Deck: Xyz Symphony,YS12-EN001,Common (C)
"Alich, Malebranche of the Burning Abyss",Effect Monster,Premium Gold: Infinite Gold,PGL3-EN047,Gold Rare (GUR)
"Alich, Malebranche of the Burning Abyss",Effect Monster,The New Challengers,NECH-EN083,Rare (R)
Alien Ammonite,Tuner Monster,Crimson Crisis,CRMS-EN039,Rare (R)
Alien Brain,Trap Card,Absolute Powerforce,ABPF-EN075,Common (C)
Alien Brain,Trap Card,Battle Pack 3: Monster League,BP03-EN215,Common (C)
Alien Brain,Trap Card,Battle Pack 3: Monster League,BP03-EN215,Shatterfoil Rare (SHR)
Alien Dog,Effect Monster,Raging Battle,RGBT-EN033,Common (C)
Alien Grey,Flip Effect Monster,Power of the Duelist,POTD-EN024,Common (C)
Alien Hunter,Effect Monster,Power of the Duelist,POTD-EN026,Common (C)
Alien Hypno,Gemini Monster,Gladiator's Assault,GLAS-EN035,Common (C)
Alien Infiltrator,Effect Monster,Cyberdark Impact,CDIP-EN033,Common (C)
Alien Kid,Effect Monster,Crimson Crisis,CRMS-EN084,Super Rare (SR)
Alien Mars,Effect Monster,Cyberdark Impact,CDIP-EN034,Common (C)
Alien Mother,Effect Monster,Champion Pack: Game Eight,CP08-EN017,Common (C)
Alien Mother,Effect Monster,Power of the Duelist,POTD-EN028,Rare (R)
Alien Mother,Effect Monster,Power of the Duelist,POTD-EN028,Ultimate Rare (UtR)
Alien Overlord,Effect Monster,Crimson Crisis,CRMS-EN038,Rare (R)
Alien Psychic,Effect Monster,Strike of Neos,STON-EN031,Common (C)
Alien Shocktrooper,Normal Monster,Tactical Evolution,TAEV-EN001,Common (C)
Alien Shocktrooper M-Frame,Link Monster,Duel Overload,DUOV-EN003,Ultra Rare (UR)
Alien Skull,Effect Monster,Power of the Duelist,POTD-EN025,Common (C)
Alien Telepath,Effect Monster,Gladiator's Assault,GLAS-EN034,Rare (R)
Alien Warrior,Effect Monster,Champion Pack: Game Eight,CP08-EN016,Common (C)
Alien Warrior,Effect Monster,Power of the Duelist,POTD-EN027,Rare (R)
Alien Warrior,Effect Monster,Power of the Duelist,POTD-EN027,Ultimate Rare (UtR)
Alinsection,Normal Monster,Speed Duel Starter Decks: Ultimate Predators,SS03-ENB07,Common (C)
All-Eyes Phantom Dragon,Pendulum Effect Monster,Battles of Legend: Hero's Revenge,BLHR-EN043,Secret Rare (ScR)
All-Out Attacks,Trap Card,OTS Tournament Pack 11,OP11-EN022,Common (C)
All-Out Attacks,Trap Card,OTS Tournament Pack 11 (POR),OP11-PT022,Common (C)
All-Out Attacks,Trap Card,Phantom Darkness,PTDN-EN075,Common (C)
Alligator's Sword,Normal Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN012,Common (C)
Alligator's Sword,Normal Monster,Legendary Decks II,LDK2-ENJ08,Common (C)
Alligator's Sword,Normal Monster,Speed Duel Starter Decks: Duelists of Tomorrow,SS02-ENB05,Common (C)
Alligator's Sword,Normal Monster,Turbo Pack: Booster Eight,TU08-EN006,Rare (R)
Alligator's Sword,Normal Monster,World Championship 2010 Card Pack,WCPP-EN007,Rare (R)
Alligator's Sword,Normal Monster,World Championship 2011 Card Pack,WP11-EN012,Super Rare (SR)
Alligator's Sword Dragon,Fusion Monster,Duel Terminal 4,DT04-EN086,Duel Terminal Normal Parallel (DNPR)
Alligator's Sword Dragon,Fusion Monster,Duel Terminal 4,DT04-EN086,Duel Terminal Normal Parallel Rare (DNPR)
Alligator's Sword Dragon,Fusion Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN056,Common (C)
Alligator's Sword Dragon,Fusion Monster,Legendary Decks II,LDK2-ENJ43,Common (C)
Alligator's Sword Dragon,Fusion Monster,Speed Duel Starter Decks: Duelists of Tomorrow,SS02-ENB22,Common (C)
Alligator's Sword Dragon,Fusion Monster,Turbo Pack: Booster Eight,TU08-EN008,Rare (R)
Alligator's Sword Dragon,Fusion Monster,World Championship 2010 Card Pack,WCPP-EN019,Rare (R)
Alligator's Sword Dragon,Fusion Monster,World Championship 2011 Card Pack,WP11-EN015,Super Rare (SR)
Allure of Darkness,Spell Card,Dark Saviors,DASA-EN054,Super Rare (SR)
Allure of Darkness,Spell Card,Destiny Soldiers,DESO-EN044,Super Rare (SR)
Allure of Darkness,Spell Card,Gates of the Underworld Structure Deck,SDGU-EN027,Common (C)
Allure of Darkness,Spell Card,OTS Tournament Pack 1,OP01-EN025,Common (C)
Allure of Darkness,Spell Card,Pendulum Domination Structure Deck,SDPD-EN029,Common (C)
Allure of Darkness,Spell Card,Phantom Darkness,PTDN-EN084,Ultimate Rare (UtR)
Allure of Darkness,Spell Card,Phantom Darkness,PTDN-EN084,Ultra Rare (UR)
Allure of Darkness,Spell Card,Raging Battle: Special Edition,RGBT-ENSE2,Super Rare (SR)
Allure of Darkness,Spell Card,Speed Duel Starter Decks: Twisted Nightmares,SS05-ENA26,Common (C)
Allure of Darkness,Spell Card,Structure Deck: Lair of Darkness,SR06-EN024,Common (C)
Allure of Darkness,Spell Card,Structure Deck: Marik (TCG),SDMA-EN028,Common (C)
Allure of Darkness,Spell Card,Structure Deck: Shaddoll Showdown,SDSH-EN028,Common (C)
Allure Queen LV3,Effect Monster,Cyberdark Impact,CDIP-EN006,Common (C)
Allure Queen LV5,Effect Monster,Cyberdark Impact,CDIP-EN007,Rare (R)
Allure Queen LV5,Effect Monster,Cyberdark Impact,CDIP-EN007,Ultimate Rare (UtR)
Allure Queen LV7,Effect Monster,Cyberdark Impact,CDIP-EN008,Ultimate Rare (UtR)
Allure Queen LV7,Effect Monster,Cyberdark Impact,CDIP-EN008,Ultra Rare (UR)
Alluring Mirror Split,Spell Card,Legendary Duelists: Sisters of the Rose,LED4-EN003,Ultra Rare (UR)
Alluring Mirror Split,Spell Card,The Lost Art Promotion 2020 P,LART-EN028,Ultra Rare (UR)
Ally Mind,Normal Tuner Monster,Duel Terminal 2,DT02-EN023,Duel Terminal Normal Parallel (DNPR)
Ally Mind,Normal Tuner Monster,Duel Terminal 2,DT02-EN023,Duel Terminal Normal Parallel Rare (DNPR)
Ally Mind,Normal Tuner Monster,Hidden Arsenal 2,HA02-EN017,Super Rare (SR)
Ally of Justice Catastor,Synchro Monster,2013 Collectible Tins Wave 1,CT10-EN006,Super Rare (SR)
Ally of Justice Catastor,Synchro Monster,Duel Devastator,DUDE-EN007,Ultra Rare (UR)
Ally of Justice Catastor,Synchro Monster,Duel Terminal - Preview Wave 2,DTP1-EN031,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Catastor,Synchro Monster,Duel Terminal 1,DT01-EN035,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Catastor,Synchro Monster,Hidden Arsenal,HA01-EN026,Secret Rare (ScR)
Ally of Justice Catastor,Synchro Monster,Turbo Pack: Booster Seven,TU07-EN000,Ultimate Rare (UtR)
Ally of Justice Clausolas,Normal Monster,Duel Terminal 1,DT01-EN023,Duel Terminal Normal Parallel (DNPR)
Ally of Justice Clausolas,Normal Monster,Duel Terminal 1,DT01-EN023,Duel Terminal Normal Parallel Rare (DNPR)
Ally of Justice Clausolas,Normal Monster,Hidden Arsenal,HA01-EN014,Super Rare (SR)
Ally of Justice Core Destroyer,Effect Monster,Speed Duel Tournament Pack 2,STP2-EN011,Super Rare (SR)
Ally of Justice Core Destroyer,Effect Monster,Speed Duel: Scars of Battle,SBSC-EN036,Common (C)
Ally of Justice Core Destroyer,Effect Monster,The Shining Darkness,TSHD-EN037,Rare (R)
Ally of Justice Cosmic Gateway,Effect Monster,Duel Terminal 2,DT02-EN028,Duel Terminal Super Parallel Rare (DSPR)
Ally of Justice Cosmic Gateway,Effect Monster,Hidden Arsenal 2,HA02-EN022,Secret Rare (ScR)
Ally of Justice Cycle Reader,Tuner Monster,Duel Terminal 3,DT03-EN080,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Cycle Reader,Tuner Monster,Hidden Arsenal 3,HA03-EN052,Super Rare (SR)
Ally of Justice Cycle Reader,Tuner Monster,OTS Tournament Pack 3,OP03-EN006,Super Rare (SR)
Ally of Justice Cyclone Creator,Tuner Monster,Duelist Revolution,DREV-EN092,Secret Rare (ScR)
Ally of Justice Decisive Armor,Synchro Monster,Duel Terminal 3,DT03-EN090,Duel Terminal Ultra Parallel Rare (DUPR)
Ally of Justice Decisive Armor,Synchro Monster,Hidden Arsenal 3,HA03-EN060,Secret Rare (ScR)
Ally of Justice Enemy Catcher,Effect Monster,Duel Terminal 2,DT02-EN026,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Enemy Catcher,Effect Monster,Hidden Arsenal 2,HA02-EN020,Super Rare (SR)
Ally of Justice Field Marshal,Synchro Monster,Duel Terminal 2,DT02-EN036,Duel Terminal Ultra Parallel Rare (DUPR)
Ally of Justice Field Marshal,Synchro Monster,Hidden Arsenal 2,HA02-EN030,Secret Rare (ScR)
Ally of Justice Garadholg,Effect Monster,Duel Terminal 1,DT01-EN024,Duel Terminal Normal Parallel (DNPR)
Ally of Justice Garadholg,Effect Monster,Duel Terminal 1,DT01-EN024,Duel Terminal Normal Parallel Rare (DNPR)
Ally of Justice Garadholg,Effect Monster,Hidden Arsenal,HA01-EN015,Super Rare (SR)
Ally of Justice Light Gazer,Synchro Monster,Duel Terminal 1,DT01-EN090,Duel Terminal Ultra Parallel Rare (DUPR)
Ally of Justice Light Gazer,Synchro Monster,The Shining Darkness,TSHD-EN096,Super Rare (SR)
Ally of Justice Nullfier,Effect Monster,Duel Terminal 2,DT02-EN024,Duel Terminal Normal Parallel (DNPR)
Ally of Justice Nullfier,Effect Monster,Duel Terminal 2,DT02-EN024,Duel Terminal Normal Parallel Rare (DNPR)
Ally of Justice Nullfier,Effect Monster,Hidden Arsenal 2,HA02-EN018,Super Rare (SR)
Ally of Justice Omni-Weapon,Effect Monster,Duel Terminal 3,DT03-EN078,Duel Terminal Super Parallel Rare (DSPR)
Ally of Justice Omni-Weapon,Effect Monster,Hidden Arsenal 3,HA03-EN050,Secret Rare (ScR)
Ally of Justice Quarantine,Effect Monster,Duel Terminal 3,DT03-EN079,Duel Terminal Normal Parallel (DNPR)
Ally of Justice Quarantine,Effect Monster,Duel Terminal 3,DT03-EN079,Duel Terminal Normal Parallel Rare (DNPR)
Ally of Justice Quarantine,Effect Monster,Hidden Arsenal 3,HA03-EN051,Super Rare (SR)
Ally of Justice Reverse Break,Effect Monster,Duel Terminal 2,DT02-EN080,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Reverse Break,Effect Monster,Hidden Arsenal 2,HA02-EN050,Super Rare (SR)
Ally of Justice Rudra,Effect Monster,Duel Terminal 1,DT01-EN025,Duel Terminal Normal Parallel (DNPR)
Ally of Justice Rudra,Effect Monster,Duel Terminal 1,DT01-EN025,Duel Terminal Normal Parallel Rare (DNPR)
Ally of Justice Rudra,Effect Monster,Hidden Arsenal,HA01-EN016,Super Rare (SR)
Ally of Justice Searcher,Effect Monster,Duel Terminal 2,DT02-EN025,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Searcher,Effect Monster,Hidden Arsenal 2,HA02-EN019,Super Rare (SR)
Ally of Justice Thousand Arms,Effect Monster,Duel Terminal 1,DT01-EN078,Duel Terminal Normal Parallel (DNPR)
Ally of Justice Thousand Arms,Effect Monster,Duel Terminal 1,DT01-EN078,Duel Terminal Normal Parallel Rare (DNPR)
Ally of Justice Thousand Arms,Effect Monster,Starstrike Blast,STBL-EN093,Common (C)
Ally of Justice Thunder Armor,Effect Monster,Duel Terminal 2,DT02-EN027,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Thunder Armor,Effect Monster,Hidden Arsenal 2,HA02-EN021,Super Rare (SR)
Ally of Justice Unknown Crusher,Effect Monster,Duel Terminal 1,DT01-EN079,Duel Terminal Rare Parallel Rare (DRPR)
Ally of Justice Unknown Crusher,Effect Monster,Starstrike Blast,STBL-EN094,Common (C)
Ally of Justice Unlimiter,Effect Monster,Duel Terminal 2,DT02-EN081,Duel Terminal Normal Parallel (DNPR)
Ally of Justice Unlimiter,Effect Monster,Duel Terminal 2,DT02-EN081,Duel Terminal Normal Parallel Rare (DNPR)
Ally of Justice Unlimiter,Effect Monster,Hidden Arsenal 2,HA02-EN051,Super Rare (SR)
Ally Salvo,Effect Monster,Duel Terminal 1,DT01-EN077,Duel Terminal Rare Parallel Rare (DRPR)
Ally Salvo,Effect Monster,Starstrike Blast,STBL-EN092,Rare (R)
Aloof Lupine,Effect Monster,2020 Tin of Lost Memories Mega Pack,MP20-EN015,Rare (R)
Aloof Lupine,Effect Monster,OTS Tournament Pack 11,OP11-EN009,Super Rare (SR)
Aloof Lupine,Effect Monster,OTS Tournament Pack 11 (POR),OP11-PT009,Super Rare (SR)
Aloof Lupine,Effect Monster,Savage Strike,SAST-EN030,Common (C)
"Alpacaribou, Mystical Beast of the Forest",Effect Monster,2014 Mega-Tin Mega Pack,MP14-EN244,Common (C)
"Alpacaribou, Mystical Beast of the Forest",Effect Monster,Legacy of the Valiant,LVAL-EN095,Common (C)
Alpha The Electromagnet Warrior,Effect Monster,Structure Deck: Yugi Muto,SDMY-EN001,Super Rare (SR)
Alpha the Magnet Warrior,Normal Monster,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN012,Common (C)
Alpha the Magnet Warrior,Normal Monster,Retro Pack 2,RP02-EN089,Rare (R)
Alpha the Magnet Warrior,Normal Monster,Structure Deck: Yugi Muto,SDMY-EN007,Common (C)
Alpha the Magnet Warrior,Normal Monster,Yu-Gi-Oh! The Duelists of the Roses promotional cards,DOR-001,Prismatic Secret Rare (PScR)
Alpha the Magnet Warrior,Normal Monster,Yu-Gi-Oh! The Duelists of the Roses promotional cards,DOR-E001,Prismatic Secret Rare (PScR)
Alpha the Magnet Warrior,Normal Monster,Yugi's Legendary Decks,YGLD-ENB11,Common (C)
"Alpha, the Master of Beasts",Effect Monster,Phantom Rage,PHRA-EN023,Secret Rare (ScR)
"Alpha, the Master of Beasts",Effect Monster,Phantom Rage,PHRA-EN023,Starlight Rare 
"Alsei, the Sylvan High Protector",XYZ Monster,2014 Mega-Tin Mega Pack,MP14-EN221,Ultra Rare (UR)
"Alsei, the Sylvan High Protector",XYZ Monster,Legacy of the Valiant,LVAL-EN052,Ultra Rare (UR)
Altar for Tribute,Trap Card,Dark Crisis,DCR-095,Common (C)
Altar for Tribute,Trap Card,Dark Crisis,DCR-EN095,Common (C)
Altar for Tribute,Trap Card,Dark Revelation Volume 1,DR1-EN257,Common (C)
Altergeist Camouflage,Trap Card,2018 Mega-Tin Mega Pack,MP18-EN150,Rare (R)
Altergeist Camouflage,Trap Card,Circuit Break,CIBR-EN070,Rare (R)
Altergeist Camouflage,Trap Card,Star Pack VRAINS,SP18-EN047,Common (C)
Altergeist Camouflage,Trap Card,Star Pack VRAINS,SP18-EN047,Starfoil Rare (SFR)
Altergeist Dragvirion,Synchro Monster,Dark Neostorm,DANE-EN033,Common (C)
Altergeist Emulatelf,Trap Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN047,Common (C)
Altergeist Emulatelf,Trap Card,Flames of Destruction,FLOD-EN070,Common (C)
Altergeist Failover,Trap Card,,,
Altergeist Fifinellag,Tuner Monster,Dark Neostorm,DANE-EN005,Common (C)
Altergeist Fijialert,Effect Monster,,,
Altergeist Haunted Rock,Trap Card,Dark Neostorm,DANE-EN068,Common (C)
Altergeist Hexstia,Link Monster,2018 Mega-Tin Mega Pack,MP18-EN200,Super Rare (SR)
Altergeist Hexstia,Link Monster,Battles of Legend: Relentless Revenge,BLRR-EN066,Ultra Rare (UR)
Altergeist Hexstia,Link Monster,Extreme Force,EXFO-EN046,Super Rare (SR)
Altergeist Kidolga,Link Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN024,Rare (R)
Altergeist Kidolga,Link Monster,Flames of Destruction,FLOD-EN042,Common (C)
Altergeist Kunquery,Effect Monster,2018 Mega-Tin Mega Pack,MP18-EN116,Common (C)
Altergeist Kunquery,Effect Monster,Circuit Break,CIBR-EN015,Common (C)
Altergeist Kunquery,Effect Monster,OTS Tournament Pack 11,OP11-EN006,Super Rare (SR)
Altergeist Kunquery,Effect Monster,OTS Tournament Pack 11 (POR),OP11-PT006,Super Rare (SR)
Altergeist Kunquery,Effect Monster,Star Pack VRAINS,SP18-EN029,Common (C)
Altergeist Kunquery,Effect Monster,Star Pack VRAINS,SP18-EN029,Starfoil Rare (SFR)
Altergeist Manifestation,Trap Card,2018 Mega-Tin Mega Pack,MP18-EN216,Super Rare (SR)
Altergeist Manifestation,Trap Card,Battles of Legend: Relentless Revenge,BLRR-EN067,Ultra Rare (UR)
Altergeist Manifestation,Trap Card,Extreme Force,EXFO-EN070,Super Rare (SR)
Altergeist Marionetter,Effect Monster,2018 Mega-Tin Mega Pack,MP18-EN113,Ultra Rare (UR)
Altergeist Marionetter,Effect Monster,Circuit Break,CIBR-EN012,Ultra Rare (UR)
Altergeist Marionetter,Effect Monster,Star Pack VRAINS,SP18-EN028,Common (C)
Altergeist Marionetter,Effect Monster,Star Pack VRAINS,SP18-EN028,Starfoil Rare (SFR)
Altergeist Meluseek,Effect Monster,2018 Mega-Tin Mega Pack,MP18-EN115,Ultra Rare (UR)
Altergeist Meluseek,Effect Monster,Circuit Break,CIBR-EN014,Ultra Rare (UR)
Altergeist Memorygant,Link Monster,,,
Altergeist Multifaker,Effect Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN009,Prismatic Secret Rare (PScR)
Altergeist Multifaker,Effect Monster,Flames of Destruction,FLOD-EN014,Ultra Rare (UR)
Altergeist Pixiel,Effect Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN010,Common (C)
Altergeist Pixiel,Effect Monster,Flames of Destruction,FLOD-EN015,Common (C)
Altergeist Pookuery,Effect Monster,,,
Altergeist Primebanshee,Link Monster,2018 Mega-Tin Mega Pack,MP18-EN135,Ultra Rare (UR)
Altergeist Primebanshee,Link Monster,Circuit Break,CIBR-EN047,Ultra Rare (UR)
Altergeist Primebanshee,Link Monster,Star Pack VRAINS,SP18-EN037,Common (C)
Altergeist Primebanshee,Link Monster,Star Pack VRAINS,SP18-EN037,Starfoil Rare (SFR)
Altergeist Protocol,Trap Card,2018 Mega-Tin Mega Pack,MP18-EN151,Super Rare (SR)
Altergeist Protocol,Trap Card,Circuit Break,CIBR-EN071,Super Rare (SR)
Altergeist Protocol,Trap Card,Star Pack VRAINS,SP18-EN048,Common (C)
Altergeist Protocol,Trap Card,Star Pack VRAINS,SP18-EN048,Starfoil Rare (SFR)
Altergeist Silquitous,Effect Monster,2018 Mega-Tin Mega Pack,MP18-EN114,Super Rare (SR)
Altergeist Silquitous,Effect Monster,Circuit Break,CIBR-EN013,Super Rare (SR)
Altergeist Silquitous,Effect Monster,Star Pack VRAINS,SP18-EN030,Common (C)
Altergeist Silquitous,Effect Monster,Star Pack VRAINS,SP18-EN030,Starfoil Rare (SFR)
Altitude Knight,Effect Monster,Lord of the Tachyon Galaxy,LTGY-EN036,Rare (R)
Altitude Knight,Effect Monster,The Secret Forces,THSF-EN046,Super Rare (SR)
